Timestamp,Step,train_loss,val_loss
2025-03-14T00:55:47,0,0.981952,NA
2025-03-14T00:55:47,0,NA,0.926808
2025-03-14T00:55:47,1,0.752119,NA
2025-03-14T00:55:47,2,0.446247,NA
2025-03-14T00:55:47,3,0.402501,NA
2025-03-14T00:55:47,4,0.389392,NA
2025-03-14T00:55:47,5,0.383591,NA
2025-03-14T00:55:47,6,0.378142,NA
2025-03-14T00:55:47,7,0.373193,NA
2025-03-14T00:55:47,8,0.368435,NA
2025-03-14T00:55:47,9,0.363756,NA
2025-03-14T00:55:47,10,0.359089,NA
2025-03-14T00:55:47,10,NA,0.358950
2025-03-14T00:55:47,11,0.354392,NA
2025-03-14T00:55:47,12,0.349639,NA
2025-03-14T00:55:47,13,0.344808,NA
2025-03-14T00:55:47,14,0.339883,NA
2025-03-14T00:55:47,15,0.334847,NA
2025-03-14T00:55:47,16,0.329694,NA
2025-03-14T00:55:47,17,0.324428,NA
2025-03-14T00:55:47,18,0.319069,NA
2025-03-14T00:55:47,19,0.313653,NA
2025-03-14T00:55:47,20,0.308214,NA
2025-03-14T00:55:47,20,NA,0.316520
2025-03-14T00:55:47,21,0.302789,NA
2025-03-14T00:55:47,22,0.297413,NA
2025-03-14T00:55:47,23,0.292118,NA
2025-03-14T00:55:47,24,0.286931,NA
2025-03-14T00:55:47,25,0.281859,NA
2025-03-14T00:55:47,26,0.276897,NA
2025-03-14T00:55:47,27,0.272029,NA
2025-03-14T00:55:47,28,0.267226,NA
2025-03-14T00:55:47,29,0.262461,NA
2025-03-14T00:55:47,30,0.257701,NA
2025-03-14T00:55:47,30,NA,0.254435
2025-03-14T00:55:47,31,0.252918,NA
2025-03-14T00:55:47,32,0.248090,NA
2025-03-14T00:55:47,33,0.243218,NA
2025-03-14T00:55:47,34,0.238332,NA
2025-03-14T00:55:47,35,0.233490,NA
2025-03-14T00:55:47,36,0.228759,NA
2025-03-14T00:55:47,37,0.224207,NA
2025-03-14T00:55:47,38,0.219901,NA
2025-03-14T00:55:47,39,0.215882,NA
2025-03-14T00:55:47,40,0.212142,NA
2025-03-14T00:55:47,40,NA,0.195703
2025-03-14T00:55:47,41,0.208624,NA
2025-03-14T00:55:47,42,0.205255,NA
2025-03-14T00:55:47,43,0.201986,NA
2025-03-14T00:55:47,44,0.198813,NA
2025-03-14T00:55:47,45,0.195754,NA
2025-03-14T00:55:47,46,0.192822,NA
2025-03-14T00:55:47,47,0.190021,NA
2025-03-14T00:55:47,48,0.187357,NA
2025-03-14T00:55:47,49,0.184837,NA
2025-03-14T00:55:47,50,0.182468,NA
2025-03-14T00:55:47,50,NA,0.166659
2025-03-14T00:55:47,51,0.180248,NA
2025-03-14T00:55:47,52,0.178176,NA
2025-03-14T00:55:47,53,0.176245,NA
2025-03-14T00:55:47,54,0.174449,NA
2025-03-14T00:55:47,55,0.172780,NA
2025-03-14T00:55:47,56,0.171231,NA
2025-03-14T00:55:47,57,0.169793,NA
2025-03-14T00:55:47,58,0.168459,NA
2025-03-14T00:55:47,59,0.167222,NA
2025-03-14T00:55:47,60,0.166074,NA
2025-03-14T00:55:47,60,NA,0.152819
2025-03-14T00:55:47,61,0.165007,NA
2025-03-14T00:55:47,62,0.164015,NA
2025-03-14T00:55:47,63,0.163092,NA
2025-03-14T00:55:47,64,0.162231,NA
2025-03-14T00:55:47,65,0.161426,NA
2025-03-14T00:55:47,66,0.160673,NA
2025-03-14T00:55:47,67,0.159967,NA
2025-03-14T00:55:47,68,0.159303,NA
2025-03-14T00:55:47,69,0.158677,NA
2025-03-14T00:55:47,70,0.158086,NA
2025-03-14T00:55:47,70,NA,0.145994
2025-03-14T00:55:47,71,0.157527,NA
2025-03-14T00:55:47,72,0.156995,NA
2025-03-14T00:55:47,73,0.156490,NA
2025-03-14T00:55:47,74,0.156007,NA
2025-03-14T00:55:47,75,0.155547,NA
2025-03-14T00:55:47,76,0.155105,NA
2025-03-14T00:55:47,77,0.154681,NA
2025-03-14T00:55:47,78,0.154273,NA
2025-03-14T00:55:47,79,0.153880,NA
2025-03-14T00:55:47,80,0.153501,NA
2025-03-14T00:55:47,80,NA,0.142012
2025-03-14T00:55:47,81,0.153134,NA
2025-03-14T00:55:47,82,0.152778,NA
2025-03-14T00:55:47,83,0.152434,NA
2025-03-14T00:55:47,84,0.152100,NA
2025-03-14T00:55:47,85,0.151776,NA
2025-03-14T00:55:47,86,0.151460,NA
2025-03-14T00:55:47,87,0.151154,NA
2025-03-14T00:55:47,88,0.150856,NA
2025-03-14T00:55:48,89,0.150566,NA
2025-03-14T00:55:48,90,0.150283,NA
2025-03-14T00:55:48,90,NA,0.139267
2025-03-14T00:55:48,91,0.150008,NA
2025-03-14T00:55:48,92,0.149741,NA
2025-03-14T00:55:48,93,0.149480,NA
2025-03-14T00:55:48,94,0.149227,NA
2025-03-14T00:55:48,95,0.148980,NA
2025-03-14T00:55:48,96,0.148740,NA
2025-03-14T00:55:48,97,0.148505,NA
2025-03-14T00:55:48,98,0.148277,NA
2025-03-14T00:55:48,99,0.148055,NA
2025-03-14T00:55:48,100,0.147838,NA
2025-03-14T00:55:48,100,NA,0.137243
2025-03-14T00:55:48,101,0.147626,NA
2025-03-14T00:55:48,102,0.147420,NA
2025-03-14T00:55:48,103,0.147218,NA
2025-03-14T00:55:48,104,0.147021,NA
2025-03-14T00:55:48,105,0.146828,NA
2025-03-14T00:55:48,106,0.146640,NA
2025-03-14T00:55:48,107,0.146455,NA
2025-03-14T00:55:48,108,0.146274,NA
2025-03-14T00:55:48,109,0.146096,NA
2025-03-14T00:55:48,110,0.145922,NA
2025-03-14T00:55:48,110,NA,0.135812
2025-03-14T00:55:48,111,0.145751,NA
2025-03-14T00:55:48,112,0.145582,NA
2025-03-14T00:55:48,113,0.145417,NA
2025-03-14T00:55:48,114,0.145254,NA
2025-03-14T00:55:48,115,0.145093,NA
2025-03-14T00:55:48,116,0.144935,NA
2025-03-14T00:55:48,117,0.144778,NA
2025-03-14T00:55:48,118,0.144624,NA
2025-03-14T00:55:48,119,0.144472,NA
2025-03-14T00:55:48,120,0.144321,NA
2025-03-14T00:55:48,120,NA,0.134746
2025-03-14T00:55:48,121,0.144173,NA
2025-03-14T00:55:48,122,0.144025,NA
2025-03-14T00:55:48,123,0.143879,NA
2025-03-14T00:55:48,124,0.143735,NA
2025-03-14T00:55:48,125,0.143592,NA
2025-03-14T00:55:48,126,0.143450,NA
2025-03-14T00:55:48,127,0.143309,NA
2025-03-14T00:55:48,128,0.143169,NA
2025-03-14T00:55:48,129,0.143030,NA
2025-03-14T00:55:48,130,0.142892,NA
2025-03-14T00:55:48,130,NA,0.133862
2025-03-14T00:55:48,131,0.142755,NA
2025-03-14T00:55:48,132,0.142619,NA
2025-03-14T00:55:48,133,0.142483,NA
2025-03-14T00:55:48,134,0.142349,NA
2025-03-14T00:55:48,135,0.142214,NA
2025-03-14T00:55:48,136,0.142081,NA
2025-03-14T00:55:48,137,0.141947,NA
2025-03-14T00:55:48,138,0.141815,NA
2025-03-14T00:55:48,139,0.141682,NA
2025-03-14T00:55:48,140,0.141550,NA
2025-03-14T00:55:48,140,NA,0.133055
2025-03-14T00:55:48,141,0.141418,NA
2025-03-14T00:55:48,142,0.141287,NA
2025-03-14T00:55:48,143,0.141156,NA
2025-03-14T00:55:48,144,0.141025,NA
2025-03-14T00:55:48,145,0.140894,NA
2025-03-14T00:55:48,146,0.140764,NA
2025-03-14T00:55:48,147,0.140633,NA
2025-03-14T00:55:48,148,0.140503,NA
2025-03-14T00:55:48,149,0.140372,NA
2025-03-14T00:55:48,150,0.140242,NA
2025-03-14T00:55:48,150,NA,0.132262
2025-03-14T00:55:48,151,0.140112,NA
2025-03-14T00:55:48,152,0.139982,NA
2025-03-14T00:55:48,153,0.139851,NA
2025-03-14T00:55:48,154,0.139721,NA
2025-03-14T00:55:48,155,0.139591,NA
2025-03-14T00:55:48,156,0.139460,NA
2025-03-14T00:55:48,157,0.139330,NA
2025-03-14T00:55:48,158,0.139199,NA
2025-03-14T00:55:48,159,0.139068,NA
2025-03-14T00:55:48,160,0.138938,NA
2025-03-14T00:55:48,160,NA,0.131440
2025-03-14T00:55:48,161,0.138807,NA
2025-03-14T00:55:48,162,0.138675,NA
2025-03-14T00:55:48,163,0.138544,NA
2025-03-14T00:55:48,164,0.138413,NA
2025-03-14T00:55:48,165,0.138281,NA
2025-03-14T00:55:48,166,0.138150,NA
2025-03-14T00:55:48,167,0.138018,NA
2025-03-14T00:55:48,168,0.137886,NA
2025-03-14T00:55:48,169,0.137754,NA
2025-03-14T00:55:48,170,0.137621,NA
2025-03-14T00:55:48,170,NA,0.130562
2025-03-14T00:55:48,171,0.137489,NA
2025-03-14T00:55:48,172,0.137356,NA
2025-03-14T00:55:48,173,0.137223,NA
2025-03-14T00:55:48,174,0.137090,NA
2025-03-14T00:55:48,175,0.136957,NA
2025-03-14T00:55:48,176,0.136824,NA
2025-03-14T00:55:48,177,0.136690,NA
2025-03-14T00:55:48,178,0.136556,NA
2025-03-14T00:55:48,179,0.136422,NA
2025-03-14T00:55:48,180,0.136288,NA
2025-03-14T00:55:48,180,NA,0.129611
2025-03-14T00:55:48,181,0.136153,NA
2025-03-14T00:55:48,182,0.136019,NA
2025-03-14T00:55:48,183,0.135883,NA
2025-03-14T00:55:48,184,0.135748,NA
2025-03-14T00:55:49,185,0.135613,NA
2025-03-14T00:55:49,186,0.135477,NA
2025-03-14T00:55:49,187,0.135341,NA
2025-03-14T00:55:49,188,0.135205,NA
2025-03-14T00:55:49,189,0.135068,NA
2025-03-14T00:55:49,190,0.134931,NA
2025-03-14T00:55:49,190,NA,0.128563
2025-03-14T00:55:49,191,0.134794,NA
2025-03-14T00:55:49,192,0.134656,NA
2025-03-14T00:55:49,193,0.134518,NA
2025-03-14T00:55:49,194,0.134379,NA
