Timestamp,Step,train_loss,val_loss
2025-03-14T00:58:53,0,0.967983,NA
2025-03-14T00:58:53,0,NA,0.990699
2025-03-14T00:58:53,1,0.819581,NA
2025-03-14T00:58:53,2,0.607558,NA
2025-03-14T00:58:53,3,0.397009,NA
2025-03-14T00:58:53,4,0.334081,NA
2025-03-14T00:58:53,5,0.317433,NA
2025-03-14T00:58:53,6,0.305658,NA
2025-03-14T00:58:53,7,0.296961,NA
2025-03-14T00:58:53,8,0.290023,NA
2025-03-14T00:58:53,9,0.284395,NA
2025-03-14T00:58:53,10,0.279421,NA
2025-03-14T00:58:53,10,NA,0.558878
2025-03-14T00:58:53,11,0.275438,NA
2025-03-14T00:58:53,12,0.272155,NA
2025-03-14T00:58:53,13,0.268157,NA
2025-03-14T00:58:53,14,0.264467,NA
2025-03-14T00:58:53,15,0.260803,NA
2025-03-14T00:58:53,16,0.258145,NA
2025-03-14T00:58:53,17,0.255809,NA
2025-03-14T00:58:53,18,0.254311,NA
2025-03-14T00:58:53,19,0.254383,NA
2025-03-14T00:58:53,20,0.254124,NA
2025-03-14T00:58:53,20,NA,1.321840
2025-03-14T00:58:53,21,0.253703,NA
2025-03-14T00:58:53,22,0.252949,NA
2025-03-14T00:58:53,23,0.251779,NA
2025-03-14T00:58:53,24,0.250533,NA
2025-03-14T00:58:53,25,0.249489,NA
2025-03-14T00:58:53,26,0.248490,NA
2025-03-14T00:58:53,27,0.247184,NA
2025-03-14T00:58:53,28,0.246049,NA
2025-03-14T00:58:53,29,0.244686,NA
2025-03-14T00:58:53,30,0.243114,NA
2025-03-14T00:58:53,30,NA,1.180481
2025-03-14T00:58:53,31,0.241450,NA
2025-03-14T00:58:53,32,0.239680,NA
2025-03-14T00:58:53,33,0.237630,NA
2025-03-14T00:58:53,34,0.235252,NA
2025-03-14T00:58:53,35,0.233621,NA
2025-03-14T00:58:53,36,0.231854,NA
2025-03-14T00:58:53,37,0.229992,NA
2025-03-14T00:58:53,38,0.228128,NA
2025-03-14T00:58:53,39,0.226839,NA
2025-03-14T00:58:53,40,0.225616,NA
2025-03-14T00:58:53,40,NA,1.551284
2025-03-14T00:58:53,41,0.224661,NA
2025-03-14T00:58:54,42,0.224325,NA
2025-03-14T00:58:54,43,0.224219,NA
2025-03-14T00:58:54,44,0.223995,NA
2025-03-14T00:58:54,45,0.224285,NA
2025-03-14T00:58:54,46,0.224690,NA
2025-03-14T00:58:54,47,0.225236,NA
2025-03-14T00:58:54,48,0.226013,NA
2025-03-14T00:58:54,49,0.226875,NA
2025-03-14T00:58:54,50,0.227999,NA
2025-03-14T00:58:54,50,NA,1.068904
2025-03-14T00:58:54,51,0.229309,NA
2025-03-14T00:58:54,52,0.230631,NA
2025-03-14T00:58:54,53,0.232534,NA
2025-03-14T00:58:54,54,0.235479,NA
2025-03-14T00:58:54,55,0.238962,NA
2025-03-14T00:58:54,56,0.244985,NA
2025-03-14T00:58:54,57,0.254123,NA
2025-03-14T00:58:54,58,0.273811,NA
2025-03-14T00:58:54,59,0.317910,NA
2025-03-14T00:58:54,60,0.359734,NA
2025-03-14T00:58:54,60,NA,0.422714
2025-03-14T00:58:54,61,0.366758,NA
2025-03-14T00:58:54,62,0.364403,NA
2025-03-14T00:58:54,63,0.360945,NA
2025-03-14T00:58:54,64,0.355862,NA
2025-03-14T00:58:54,65,0.351403,NA
2025-03-14T00:58:54,66,0.346621,NA
2025-03-14T00:58:54,67,0.343304,NA
2025-03-14T00:58:54,68,0.341349,NA
2025-03-14T00:58:54,69,0.340056,NA
2025-03-14T00:58:54,70,0.339487,NA
2025-03-14T00:58:54,70,NA,0.379466
2025-03-14T00:58:54,71,0.339130,NA
2025-03-14T00:58:54,72,0.339039,NA
2025-03-14T00:58:54,73,0.339048,NA
2025-03-14T00:58:54,74,0.339048,NA
2025-03-14T00:58:54,75,0.339273,NA
2025-03-14T00:58:54,76,0.339010,NA
2025-03-14T00:58:54,77,0.339093,NA
2025-03-14T00:58:54,78,0.338329,NA
2025-03-14T00:58:54,79,0.338281,NA
2025-03-14T00:58:54,80,0.324207,NA
2025-03-14T00:58:54,80,NA,0.351685
2025-03-14T00:58:54,81,0.299703,NA
2025-03-14T00:58:54,82,0.281332,NA
2025-03-14T00:58:54,83,0.271941,NA
2025-03-14T00:58:54,84,0.267560,NA
2025-03-14T00:58:54,85,0.265270,NA
2025-03-14T00:58:54,86,0.264121,NA
2025-03-14T00:58:54,87,0.263088,NA
2025-03-14T00:58:54,88,0.262296,NA
2025-03-14T00:58:54,89,0.261957,NA
2025-03-14T00:58:54,90,0.261671,NA
2025-03-14T00:58:54,90,NA,0.263691
2025-03-14T00:58:54,91,0.261948,NA
2025-03-14T00:58:54,92,0.262161,NA
2025-03-14T00:58:54,93,0.262543,NA
2025-03-14T00:58:54,94,0.262855,NA
2025-03-14T00:58:54,95,0.263214,NA
2025-03-14T00:58:54,96,0.263734,NA
2025-03-14T00:58:54,97,0.263929,NA
2025-03-14T00:58:54,98,0.264360,NA
2025-03-14T00:58:54,99,0.264510,NA
2025-03-14T00:58:54,100,0.264715,NA
2025-03-14T00:58:54,100,NA,0.258584
2025-03-14T00:58:54,101,0.264673,NA
2025-03-14T00:58:54,102,0.264944,NA
2025-03-14T00:58:54,103,0.264913,NA
2025-03-14T00:58:54,104,0.264740,NA
2025-03-14T00:58:54,105,0.264991,NA
2025-03-14T00:58:54,106,0.264994,NA
2025-03-14T00:58:54,107,0.264865,NA
2025-03-14T00:58:54,108,0.265066,NA
2025-03-14T00:58:54,109,0.265002,NA
2025-03-14T00:58:54,110,0.264884,NA
2025-03-14T00:58:54,110,NA,0.260705
2025-03-14T00:58:54,111,0.265076,NA
2025-03-14T00:58:54,112,0.264937,NA
2025-03-14T00:58:55,113,0.264916,NA
2025-03-14T00:58:55,114,0.264725,NA
2025-03-14T00:58:55,115,0.264836,NA
2025-03-14T00:58:55,116,0.264828,NA
2025-03-14T00:58:55,117,0.264845,NA
2025-03-14T00:58:55,118,0.264684,NA
2025-03-14T00:58:55,119,0.264855,NA
2025-03-14T00:58:55,120,0.264767,NA
2025-03-14T00:58:55,120,NA,0.262997
2025-03-14T00:58:55,121,0.264772,NA
2025-03-14T00:58:55,122,0.264549,NA
2025-03-14T00:58:55,123,0.264565,NA
2025-03-14T00:58:55,124,0.264471,NA
2025-03-14T00:58:55,125,0.264302,NA
2025-03-14T00:58:55,126,0.264194,NA
2025-03-14T00:58:55,127,0.263961,NA
2025-03-14T00:58:55,128,0.264044,NA
2025-03-14T00:58:55,129,0.263947,NA
2025-03-14T00:58:55,130,0.263803,NA
2025-03-14T00:58:55,130,NA,0.260756
2025-03-14T00:58:55,131,0.263678,NA
2025-03-14T00:58:55,132,0.263568,NA
2025-03-14T00:58:55,133,0.263450,NA
2025-03-14T00:58:55,134,0.263212,NA
2025-03-14T00:58:55,135,0.263186,NA
2025-03-14T00:58:55,136,0.262959,NA
2025-03-14T00:58:55,137,0.262785,NA
2025-03-14T00:58:55,138,0.262650,NA
2025-03-14T00:58:55,139,0.262422,NA
2025-03-14T00:58:55,140,0.262197,NA
2025-03-14T00:58:55,140,NA,0.256871
2025-03-14T00:58:55,141,0.262054,NA
2025-03-14T00:58:55,142,0.261811,NA
2025-03-14T00:58:55,143,0.261614,NA
2025-03-14T00:58:55,144,0.261374,NA
2025-03-14T00:58:55,145,0.261165,NA
2025-03-14T00:58:55,146,0.260914,NA
2025-03-14T00:58:55,147,0.260695,NA
2025-03-14T00:58:55,148,0.260436,NA
2025-03-14T00:58:55,149,0.260207,NA
2025-03-14T00:58:55,150,0.259949,NA
2025-03-14T00:58:55,150,NA,0.256011
2025-03-14T00:58:55,151,0.259682,NA
2025-03-14T00:58:55,152,0.259483,NA
2025-03-14T00:58:55,153,0.259215,NA
2025-03-14T00:58:55,154,0.258993,NA
2025-03-14T00:58:55,155,0.258729,NA
2025-03-14T00:58:55,156,0.258516,NA
2025-03-14T00:58:55,157,0.258257,NA
2025-03-14T00:58:55,158,0.258051,NA
2025-03-14T00:58:55,159,0.257798,NA
2025-03-14T00:58:55,160,0.257606,NA
2025-03-14T00:58:55,160,NA,0.254621
2025-03-14T00:58:55,161,0.257349,NA
2025-03-14T00:58:55,162,0.257157,NA
2025-03-14T00:58:55,163,0.256916,NA
2025-03-14T00:58:55,164,0.256828,NA
2025-03-14T00:58:55,165,0.256767,NA
2025-03-14T00:58:55,166,0.256636,NA
2025-03-14T00:58:55,167,0.256581,NA
2025-03-14T00:58:55,168,0.256512,NA
2025-03-14T00:58:55,169,0.256374,NA
2025-03-14T00:58:55,170,0.256308,NA
2025-03-14T00:58:55,170,NA,0.252310
2025-03-14T00:58:55,171,0.256226,NA
2025-03-14T00:58:55,172,0.256083,NA
2025-03-14T00:58:55,173,0.256008,NA
2025-03-14T00:58:55,174,0.255898,NA
2025-03-14T00:58:55,175,0.255731,NA
2025-03-14T00:58:55,176,0.255654,NA
2025-03-14T00:58:55,177,0.255569,NA
2025-03-14T00:58:55,178,0.255427,NA
2025-03-14T00:58:55,179,0.255356,NA
2025-03-14T00:58:55,180,0.255273,NA
2025-03-14T00:58:55,180,NA,0.250900
2025-03-14T00:58:55,181,0.255131,NA
2025-03-14T00:58:55,182,0.255060,NA
2025-03-14T00:58:55,183,0.254983,NA
2025-03-14T00:58:55,184,0.254841,NA
2025-03-14T00:58:55,185,0.254796,NA
2025-03-14T00:58:56,186,0.254732,NA
2025-03-14T00:58:56,187,0.254621,NA
2025-03-14T00:58:56,188,0.254561,NA
2025-03-14T00:58:56,189,0.254468,NA
2025-03-14T00:58:56,190,0.254336,NA
2025-03-14T00:58:56,190,NA,0.249198
2025-03-14T00:58:56,191,0.254281,NA
2025-03-14T00:58:56,192,0.254226,NA
2025-03-14T00:58:56,193,0.254137,NA
2025-03-14T00:58:56,194,0.254124,NA
2025-03-14T00:58:56,195,0.254105,NA
2025-03-14T00:58:56,196,0.254052,NA
2025-03-14T00:58:56,197,0.254049,NA
2025-03-14T00:58:56,198,0.254011,NA
2025-03-14T00:58:56,199,0.253956,NA
2025-03-14T00:58:56,200,0.253871,NA
2025-03-14T00:58:56,200,NA,0.247509
2025-03-14T00:58:56,201,0.253906,NA
2025-03-14T00:58:56,202,0.253924,NA
2025-03-14T00:58:56,203,0.253932,NA
2025-03-14T00:58:56,204,0.253968,NA
2025-03-14T00:58:56,205,0.253958,NA
2025-03-14T00:58:56,206,0.254052,NA
2025-03-14T00:58:56,207,0.254117,NA
2025-03-14T00:58:56,208,0.254165,NA
2025-03-14T00:58:56,209,0.254237,NA
2025-03-14T00:58:56,210,0.254282,NA
2025-03-14T00:58:56,210,NA,0.246013
2025-03-14T00:58:56,211,0.254313,NA
2025-03-14T00:58:56,212,0.254398,NA
2025-03-14T00:58:56,213,0.254469,NA
2025-03-14T00:58:56,214,0.254548,NA
2025-03-14T00:58:56,215,0.254605,NA
2025-03-14T00:58:56,216,0.254662,NA
2025-03-14T00:58:56,217,0.254745,NA
2025-03-14T00:58:56,218,0.254804,NA
2025-03-14T00:58:56,219,0.254877,NA
2025-03-14T00:58:56,220,0.254996,NA
2025-03-14T00:58:56,220,NA,0.244540
2025-03-14T00:58:56,221,0.255058,NA
2025-03-14T00:58:56,222,0.255148,NA
2025-03-14T00:58:56,223,0.255246,NA
2025-03-14T00:58:56,224,0.255331,NA
2025-03-14T00:58:56,225,0.255427,NA
2025-03-14T00:58:56,226,0.255513,NA
2025-03-14T00:58:56,227,0.255595,NA
2025-03-14T00:58:56,228,0.255725,NA
2025-03-14T00:58:56,229,0.255595,NA
2025-03-14T00:58:56,230,0.255913,NA
2025-03-14T00:58:56,230,NA,0.243588
2025-03-14T00:58:56,231,0.255921,NA
2025-03-14T00:58:56,232,0.255993,NA
2025-03-14T00:58:56,233,0.256067,NA
2025-03-14T00:58:56,234,0.256152,NA
2025-03-14T00:58:56,235,0.256257,NA
2025-03-14T00:58:56,236,0.256134,NA
2025-03-14T00:58:56,237,0.256404,NA
2025-03-14T00:58:56,238,0.256412,NA
2025-03-14T00:58:56,239,0.256480,NA
2025-03-14T00:58:56,240,0.256515,NA
2025-03-14T00:58:56,240,NA,0.242790
2025-03-14T00:58:56,241,0.256627,NA
2025-03-14T00:58:56,242,0.256478,NA
2025-03-14T00:58:56,243,0.256734,NA
2025-03-14T00:58:56,244,0.256712,NA
2025-03-14T00:58:56,245,0.256764,NA
2025-03-14T00:58:56,246,0.256851,NA
2025-03-14T00:58:56,247,0.256704,NA
2025-03-14T00:58:56,248,0.256941,NA
2025-03-14T00:58:56,249,0.256909,NA
2025-03-14T00:58:56,250,0.256960,NA
2025-03-14T00:58:56,250,NA,0.241981
2025-03-14T00:58:56,251,0.257034,NA
2025-03-14T00:58:56,252,0.256858,NA
2025-03-14T00:58:56,253,0.257087,NA
2025-03-14T00:58:56,254,0.257045,NA
2025-03-14T00:58:56,255,0.257058,NA
2025-03-14T00:58:56,256,0.257160,NA
2025-03-14T00:58:56,257,0.257026,NA
2025-03-14T00:58:56,258,0.257264,NA
2025-03-14T00:58:56,259,0.257246,NA
2025-03-14T00:58:56,260,0.257338,NA
2025-03-14T00:58:56,260,NA,0.240620
2025-03-14T00:58:57,261,0.257189,NA
2025-03-14T00:58:57,262,0.257417,NA
2025-03-14T00:58:57,263,0.257398,NA
2025-03-14T00:58:57,264,0.257481,NA
2025-03-14T00:58:57,265,0.257330,NA
2025-03-14T00:58:57,266,0.257553,NA
2025-03-14T00:58:57,267,0.257539,NA
2025-03-14T00:58:57,268,0.257619,NA
2025-03-14T00:58:57,269,0.257472,NA
2025-03-14T00:58:57,270,0.257686,NA
2025-03-14T00:58:57,270,NA,0.240243
2025-03-14T00:58:57,271,0.257655,NA
2025-03-14T00:58:57,272,0.257734,NA
2025-03-14T00:58:57,273,0.257576,NA
