Timestamp,Step,train_loss,val_loss,perplexity,time_ms,tokens_per_second,learning_rate
2025-03-13T23:30:36,0,NA,-nan,NA,NA,NA,NA
2025-03-13T23:41:35,0,NA,-nan,NA,NA,NA,NA
2025-03-13T23:44:00,0,NA,10.687950,NA,NA,NA,NA
2025-03-13T23:44:01,0,10.682740,NA,NA,NA,NA,NA
2025-03-13T23:44:01,0,NA,NA,43596.851562,NA,NA,NA
2025-03-13T23:44:01,0,NA,NA,NA,1225.177774,NA,NA
2025-03-13T23:44:01,0,NA,NA,NA,NA,208.949265,NA
2025-03-13T23:44:01,0,NA,NA,NA,NA,NA,0.001000
2025-03-13T23:44:03,1,10.196156,NA,NA,NA,NA,NA
2025-03-13T23:44:03,1,NA,NA,26799.957031,NA,NA,NA
2025-03-13T23:44:03,1,NA,NA,NA,1063.235623,NA,NA
2025-03-13T23:44:03,1,NA,NA,NA,NA,240.774475,NA
2025-03-13T23:44:03,1,NA,NA,NA,NA,NA,0.001000
2025-03-13T23:44:04,2,10.617791,NA,NA,NA,NA,NA
2025-03-13T23:44:04,2,NA,NA,40855.273438,NA,NA,NA
2025-03-13T23:44:04,2,NA,NA,NA,1048.990302,NA,NA
2025-03-13T23:44:04,2,NA,NA,NA,NA,244.044205,NA
2025-03-13T23:44:04,2,NA,NA,NA,NA,NA,0.001000
2025-03-13T23:44:05,3,10.518955,NA,NA,NA,NA,NA
2025-03-13T23:44:05,3,NA,NA,37010.437500,NA,NA,NA
2025-03-13T23:44:05,3,NA,NA,NA,1164.049572,NA,NA
2025-03-13T23:44:05,3,NA,NA,NA,NA,219.921906,NA
2025-03-13T23:44:05,3,NA,NA,NA,NA,NA,0.001000
2025-03-13T23:44:06,4,10.234957,NA,NA,NA,NA,NA
2025-03-13T23:44:06,4,NA,NA,27860.263672,NA,NA,NA
2025-03-13T23:44:06,4,NA,NA,NA,1186.273337,NA,NA
2025-03-13T23:44:06,4,NA,NA,NA,NA,215.801865,NA
2025-03-13T23:44:06,4,NA,NA,NA,NA,NA,0.001000
2025-03-13T23:44:07,5,10.318837,NA,NA,NA,NA,NA
2025-03-13T23:44:07,5,NA,NA,30298.005859,NA,NA,NA
2025-03-13T23:44:07,5,NA,NA,NA,1161.102141,NA,NA
2025-03-13T23:44:07,5,NA,NA,NA,NA,220.480179,NA
2025-03-13T23:44:07,5,NA,NA,NA,NA,NA,0.001000
2025-03-13T23:44:08,6,10.244959,NA,NA,NA,NA,NA
2025-03-13T23:44:08,6,NA,NA,28140.324219,NA,NA,NA
