Timestamp,Step,train_loss,val_loss,time_ms,tokens_per_second,learning_rate
2025-03-27T22:52:25,0,NA,18.000000,NA,NA,NA
2025-03-27T22:53:00,0,19.849569,NA,NA,NA,NA
2025-03-27T22:53:00,0,NA,NA,34423.693370,NA,NA
2025-03-27T22:53:00,0,NA,NA,NA,7.436738,NA
2025-03-27T22:53:00,0,NA,NA,NA,NA,0.001000
2025-03-27T22:53:34,1,18.974451,NA,NA,NA,NA
2025-03-27T22:53:34,1,NA,NA,33961.877622,NA,NA
2025-03-27T22:53:34,1,NA,NA,NA,7.537864,NA
2025-03-27T22:53:34,1,NA,NA,NA,NA,0.001000
2025-03-27T22:54:08,2,19.468084,NA,NA,NA,NA
2025-03-27T22:54:08,2,NA,NA,33995.922043,NA,NA
2025-03-27T22:54:08,2,NA,NA,NA,7.530315,NA
2025-03-27T22:54:08,2,NA,NA,NA,NA,0.001000
2025-03-27T22:54:42,3,18.719210,NA,NA,NA,NA
2025-03-27T22:54:42,3,NA,NA,33999.733108,NA,NA
2025-03-27T22:54:42,3,NA,NA,NA,7.529471,NA
2025-03-27T22:54:42,3,NA,NA,NA,NA,0.001000
2025-03-27T22:55:16,4,17.719286,NA,NA,NA,NA
2025-03-27T22:55:16,4,NA,NA,33836.417862,NA,NA
2025-03-27T22:55:16,4,NA,NA,NA,7.565813,NA
2025-03-27T22:55:16,4,NA,NA,NA,NA,0.001000
2025-03-27T22:55:50,5,19.518482,NA,NA,NA,NA
2025-03-27T22:55:50,5,NA,NA,34012.510678,NA,NA
2025-03-27T22:55:50,5,NA,NA,NA,7.526642,NA
2025-03-27T22:55:50,5,NA,NA,NA,NA,0.001000
2025-03-27T22:56:24,6,18.642935,NA,NA,NA,NA
2025-03-27T22:56:24,6,NA,NA,34135.408631,NA,NA
2025-03-27T22:56:24,6,NA,NA,NA,7.499544,NA
2025-03-27T22:56:24,6,NA,NA,NA,NA,0.001000
2025-03-27T22:56:59,7,19.747736,NA,NA,NA,NA
2025-03-27T22:56:59,7,NA,NA,34927.678437,NA,NA
2025-03-27T22:56:59,7,NA,NA,NA,7.329431,NA
2025-03-27T22:56:59,7,NA,NA,NA,NA,0.001000
2025-03-27T22:57:33,8,18.435017,NA,NA,NA,NA
2025-03-27T22:57:33,8,NA,NA,34111.527616,NA,NA
2025-03-27T22:57:33,8,NA,NA,NA,7.504794,NA
2025-03-27T22:57:33,8,NA,NA,NA,NA,0.000999
2025-03-27T22:58:07,9,18.026468,NA,NA,NA,NA
2025-03-27T22:58:07,9,NA,NA,34071.795824,NA,NA
2025-03-27T22:58:07,9,NA,NA,NA,7.513546,NA
2025-03-27T22:58:07,9,NA,NA,NA,NA,0.000999
2025-03-27T22:58:47,10,NA,17.799999,NA,NA,NA
2025-03-27T22:59:21,10,19.153887,NA,NA,NA,NA
2025-03-27T22:59:21,10,NA,NA,33965.825317,NA,NA
2025-03-27T22:59:21,10,NA,NA,NA,7.536987,NA
2025-03-27T22:59:21,10,NA,NA,NA,NA,0.000999
2025-03-27T22:59:57,11,19.885695,NA,NA,NA,NA
2025-03-27T22:59:57,11,NA,NA,35359.497192,NA,NA
2025-03-27T22:59:57,11,NA,NA,NA,7.239922,NA
2025-03-27T22:59:57,11,NA,NA,NA,NA,0.000999
2025-03-27T23:00:31,12,19.291891,NA,NA,NA,NA
2025-03-27T23:00:31,12,NA,NA,34355.312097,NA,NA
2025-03-27T23:00:31,12,NA,NA,NA,7.451540,NA
2025-03-27T23:00:31,12,NA,NA,NA,NA,0.000999
2025-03-27T23:01:05,13,19.514450,NA,NA,NA,NA
2025-03-27T23:01:05,13,NA,NA,34037.934247,NA,NA
2025-03-27T23:01:05,13,NA,NA,NA,7.521020,NA
2025-03-27T23:01:05,13,NA,NA,NA,NA,0.000998
2025-03-27T23:01:39,14,19.361620,NA,NA,NA,NA
2025-03-27T23:01:39,14,NA,NA,34226.402829,NA,NA
2025-03-27T23:01:39,14,NA,NA,NA,7.479606,NA
2025-03-27T23:01:39,14,NA,NA,NA,NA,0.000998
2025-03-27T23:02:13,15,18.474590,NA,NA,NA,NA
2025-03-27T23:02:13,15,NA,NA,33994.150223,NA,NA
2025-03-27T23:02:13,15,NA,NA,NA,7.530707,NA
2025-03-27T23:02:13,15,NA,NA,NA,NA,0.000998
2025-03-27T23:02:47,16,18.407402,NA,NA,NA,NA
2025-03-27T23:02:47,16,NA,NA,33813.325820,NA,NA
2025-03-27T23:02:47,16,NA,NA,NA,7.570980,NA
2025-03-27T23:02:47,16,NA,NA,NA,NA,0.000997
