Timestamp,Step,train_loss,val_loss,time_ms,tokens_per_second,learning_rate
2025-03-28T14:31:37,61,NA,NA,NA,9.667633,NA
2025-03-28T14:31:37,61,NA,NA,NA,NA,0.000964
2025-03-28T14:32:05,62,17.444220,NA,NA,NA,NA
2025-03-28T14:32:05,62,NA,NA,26456.575276,NA,NA
2025-03-28T14:32:05,62,NA,NA,NA,9.676233,NA
2025-03-28T14:32:05,62,NA,NA,NA,NA,0.000963
2025-03-28T14:32:31,63,18.482962,NA,NA,NA,NA
2025-03-28T14:32:31,63,NA,NA,26443.935142,NA,NA
2025-03-28T14:32:31,63,NA,NA,NA,9.680859,NA
2025-03-28T14:32:31,63,NA,NA,NA,NA,0.000961
2025-03-28T14:32:59,64,20.047396,NA,NA,NA,NA
2025-03-28T14:32:59,64,NA,NA,26429.554551,NA,NA
2025-03-28T14:32:59,64,NA,NA,NA,9.686126,NA
2025-03-28T14:32:59,64,NA,NA,NA,NA,0.000960
2025-03-28T14:33:27,65,17.686337,NA,NA,NA,NA
2025-03-28T14:33:27,65,NA,NA,26553.328871,NA,NA
2025-03-28T14:33:27,65,NA,NA,NA,9.640976,NA
2025-03-28T14:33:27,65,NA,NA,NA,NA,0.000959
2025-03-28T14:33:55,66,19.122616,NA,NA,NA,NA
2025-03-28T14:33:55,66,NA,NA,26600.964706,NA,NA
2025-03-28T14:33:55,66,NA,NA,NA,9.623712,NA
2025-03-28T14:33:55,66,NA,NA,NA,NA,0.000958
2025-03-28T14:34:25,67,18.940231,NA,NA,NA,NA
2025-03-28T14:34:25,67,NA,NA,28391.906620,NA,NA
2025-03-28T14:34:25,67,NA,NA,NA,9.016654,NA
2025-03-28T14:34:25,67,NA,NA,NA,NA,0.000956
2025-03-28T14:34:54,68,18.347221,NA,NA,NA,NA
2025-03-28T14:34:54,68,NA,NA,28071.075981,NA,NA
2025-03-28T14:34:54,68,NA,NA,NA,9.119707,NA
2025-03-28T14:34:54,68,NA,NA,NA,NA,0.000955
2025-03-28T14:35:20,69,16.919321,NA,NA,NA,NA
2025-03-28T14:35:20,69,NA,NA,26265.698443,NA,NA
2025-03-28T14:35:20,69,NA,NA,NA,9.746552,NA
2025-03-28T14:35:20,69,NA,NA,NA,NA,0.000954
2025-03-28T14:36:00,70,NA,17.599991,NA,NA,NA
2025-03-28T14:36:29,70,17.636873,NA,NA,NA,NA
2025-03-28T14:36:29,70,NA,NA,26666.930335,NA,NA
2025-03-28T14:36:29,70,NA,NA,NA,9.599905,NA
2025-03-28T14:36:29,70,NA,NA,NA,NA,0.000952
2025-03-28T14:36:57,71,18.375122,NA,NA,NA,NA
2025-03-28T14:36:57,71,NA,NA,26438.316275,NA,NA
2025-03-28T14:36:57,71,NA,NA,NA,9.682916,NA
2025-03-28T14:36:57,71,NA,NA,NA,NA,0.000951
2025-03-28T14:37:23,72,19.067516,NA,NA,NA,NA
2025-03-28T14:37:23,72,NA,NA,26467.994821,NA,NA
2025-03-28T14:37:23,72,NA,NA,NA,9.672059,NA
2025-03-28T14:37:23,72,NA,NA,NA,NA,0.000950
2025-03-28T14:37:52,73,16.985035,NA,NA,NA,NA
2025-03-28T14:37:52,73,NA,NA,26562.319318,NA,NA
2025-03-28T14:37:52,73,NA,NA,NA,9.637712,NA
2025-03-28T14:37:52,73,NA,NA,NA,NA,0.000948
2025-03-28T14:38:20,74,19.713619,NA,NA,NA,NA
2025-03-28T14:38:20,74,NA,NA,26514.142082,NA,NA
2025-03-28T14:38:20,74,NA,NA,NA,9.655225,NA
2025-03-28T14:38:20,74,NA,NA,NA,NA,0.000947
2025-03-28T14:38:47,75,17.763893,NA,NA,NA,NA
2025-03-28T14:38:47,75,NA,NA,26424.657738,NA,NA
2025-03-28T14:38:47,75,NA,NA,NA,9.687922,NA
2025-03-28T14:38:47,75,NA,NA,NA,NA,0.000946
2025-03-28T14:39:14,76,18.115547,NA,NA,NA,NA
2025-03-28T14:39:14,76,NA,NA,26640.945710,NA,NA
2025-03-28T14:39:14,76,NA,NA,NA,9.609268,NA
2025-03-28T14:39:14,76,NA,NA,NA,NA,0.000944
2025-03-28T14:39:42,77,17.981768,NA,NA,NA,NA
2025-03-28T14:39:42,77,NA,NA,27056.214621,NA,NA
2025-03-28T14:39:42,77,NA,NA,NA,9.461782,NA
2025-03-28T14:39:42,77,NA,NA,NA,NA,0.000943
2025-03-28T14:40:10,78,18.088194,NA,NA,NA,NA
2025-03-28T14:40:10,78,NA,NA,26580.830013,NA,NA
2025-03-28T14:40:10,78,NA,NA,NA,9.631001,NA
