Timestamp,Step,train_loss,val_loss,perplexity,time_ms,tokens_per_second,learning_rate
2025-03-14T00:02:56,0,NA,10.021732,NA,NA,NA,NA
2025-03-14T00:02:57,0,10.003678,NA,NA,NA,NA,NA
2025-03-14T00:02:57,0,NA,NA,22107.634766,NA,NA,NA
2025-03-14T00:02:57,0,NA,NA,NA,983.278329,NA,NA
2025-03-14T00:02:57,0,NA,NA,NA,NA,260.353546,NA
2025-03-14T00:02:57,0,NA,NA,NA,NA,NA,0.001000
2025-03-14T00:02:58,1,9.183359,NA,NA,NA,NA,NA
2025-03-14T00:02:58,1,NA,NA,9733.794922,NA,NA,NA
2025-03-14T00:02:58,1,NA,NA,NA,865.400935,NA,NA
2025-03-14T00:02:58,1,NA,NA,NA,NA,295.816650,NA
2025-03-14T00:02:58,1,NA,NA,NA,NA,NA,0.001000
2025-03-14T00:02:59,2,8.660291,NA,NA,NA,NA,NA
2025-03-14T00:02:59,2,NA,NA,5769.211426,NA,NA,NA
2025-03-14T00:02:59,2,NA,NA,NA,862.613742,NA,NA
2025-03-14T00:02:59,2,NA,NA,NA,NA,296.772461,NA
2025-03-14T00:02:59,2,NA,NA,NA,NA,NA,0.001000
2025-03-14T00:03:00,3,8.434380,NA,NA,NA,NA,NA
2025-03-14T00:03:00,3,NA,NA,4602.613281,NA,NA,NA
2025-03-14T00:03:00,3,NA,NA,NA,923.093404,NA,NA
2025-03-14T00:03:00,3,NA,NA,NA,NA,277.328369,NA
2025-03-14T00:03:00,3,NA,NA,NA,NA,NA,0.001000
2025-03-14T00:03:01,4,8.122701,NA,NA,NA,NA,NA
2025-03-14T00:03:01,4,NA,NA,3370.110107,NA,NA,NA
2025-03-14T00:03:01,4,NA,NA,NA,875.104888,NA,NA
2025-03-14T00:03:01,4,NA,NA,NA,NA,292.536346,NA
2025-03-14T00:03:01,4,NA,NA,NA,NA,NA,0.001000
2025-03-14T00:03:02,5,7.677760,NA,NA,NA,NA,NA
2025-03-14T00:03:02,5,NA,NA,2159.775635,NA,NA,NA
2025-03-14T00:03:02,5,NA,NA,NA,889.551368,NA,NA
2025-03-14T00:03:02,5,NA,NA,NA,NA,287.785522,NA
2025-03-14T00:03:02,5,NA,NA,NA,NA,NA,0.001000
2025-03-14T00:03:03,6,7.531914,NA,NA,NA,NA,NA
2025-03-14T00:03:03,6,NA,NA,1866.674438,NA,NA,NA
2025-03-14T00:03:03,6,NA,NA,NA,834.084864,NA,NA
2025-03-14T00:03:03,6,NA,NA,NA,NA,306.923218,NA
2025-03-14T00:03:03,6,NA,NA,NA,NA,NA,0.001000
2025-03-14T00:03:03,7,7.407678,NA,NA,NA,NA,NA
2025-03-14T00:03:03,7,NA,NA,1648.593262,NA,NA,NA
2025-03-14T00:03:03,7,NA,NA,NA,902.607417,NA,NA
2025-03-14T00:03:03,7,NA,NA,NA,NA,283.622742,NA
2025-03-14T00:03:03,7,NA,NA,NA,NA,NA,0.001000
2025-03-14T00:03:04,8,7.140967,NA,NA,NA,NA,NA
2025-03-14T00:03:04,8,NA,NA,1262.649292,NA,NA,NA
2025-03-14T00:03:04,8,NA,NA,NA,865.175711,NA,NA
2025-03-14T00:03:04,8,NA,NA,NA,NA,295.893646,NA
2025-03-14T00:03:04,8,NA,NA,NA,NA,NA,0.001000
2025-03-14T00:03:05,9,7.166171,NA,NA,NA,NA,NA
2025-03-14T00:03:05,9,NA,NA,1294.876465,NA,NA,NA
2025-03-14T00:03:05,9,NA,NA,NA,905.481232,NA,NA
2025-03-14T00:03:05,9,NA,NA,NA,NA,282.722595,NA
2025-03-14T00:03:05,9,NA,NA,NA,NA,NA,0.001000
2025-03-14T00:03:06,10,NA,7.334758,NA,NA,NA,NA
2025-03-14T00:03:07,10,6.947934,NA,NA,NA,NA,NA
2025-03-14T00:03:07,10,NA,NA,1040.996948,NA,NA,NA
2025-03-14T00:03:07,10,NA,NA,NA,921.979044,NA,NA
2025-03-14T00:03:07,10,NA,NA,NA,NA,277.663574,NA
2025-03-14T00:03:07,10,NA,NA,NA,NA,NA,0.001000
2025-03-14T00:03:08,11,7.164857,NA,NA,NA,NA,NA
2025-03-14T00:03:08,11,NA,NA,1293.176514,NA,NA,NA
2025-03-14T00:03:08,11,NA,NA,NA,890.829169,NA,NA
2025-03-14T00:03:08,11,NA,NA,NA,NA,287.372711,NA
2025-03-14T00:03:08,11,NA,NA,NA,NA,NA,0.001000
2025-03-14T00:03:09,12,7.182234,NA,NA,NA,NA,NA
2025-03-14T00:03:09,12,NA,NA,1315.844971,NA,NA,NA
2025-03-14T00:03:09,12,NA,NA,NA,888.236270,NA,NA
2025-03-14T00:03:09,12,NA,NA,NA,NA,288.211609,NA
2025-03-14T00:03:09,12,NA,NA,NA,NA,NA,0.001000
2025-03-14T00:03:10,13,7.088561,NA,NA,NA,NA,NA
2025-03-14T00:03:10,13,NA,NA,1198.181885,NA,NA,NA
2025-03-14T00:03:10,13,NA,NA,NA,896.984540,NA,NA
2025-03-14T00:03:10,13,NA,NA,NA,NA,285.400696,NA
2025-03-14T00:03:10,13,NA,NA,NA,NA,NA,0.001000
2025-03-14T00:03:11,14,7.464129,NA,NA,NA,NA,NA
2025-03-14T00:03:11,14,NA,NA,1744.336304,NA,NA,NA
2025-03-14T00:03:11,14,NA,NA,NA,856.075135,NA,NA
2025-03-14T00:03:11,14,NA,NA,NA,NA,299.039185,NA
2025-03-14T00:03:11,14,NA,NA,NA,NA,NA,0.001000
2025-03-14T00:03:12,15,7.774056,NA,NA,NA,NA,NA
2025-03-14T00:03:12,15,NA,NA,2378.097168,NA,NA,NA
2025-03-14T00:03:12,15,NA,NA,NA,861.493819,NA,NA
2025-03-14T00:03:12,15,NA,NA,NA,NA,297.158264,NA
2025-03-14T00:03:12,15,NA,NA,NA,NA,NA,0.001000
2025-03-14T00:03:13,16,7.606605,NA,NA,NA,NA,NA
2025-03-14T00:03:13,16,NA,NA,2011.436768,NA,NA,NA
2025-03-14T00:03:13,16,NA,NA,NA,902.959831,NA,NA
2025-03-14T00:03:13,16,NA,NA,NA,NA,283.512054,NA
2025-03-14T00:03:13,16,NA,NA,NA,NA,NA,0.001000
2025-03-14T00:03:14,17,7.320926,NA,NA,NA,NA,NA
2025-03-14T00:03:14,17,NA,NA,1511.603394,NA,NA,NA
2025-03-14T00:03:14,17,NA,NA,NA,918.500835,NA,NA
2025-03-14T00:03:14,17,NA,NA,NA,NA,278.715057,NA
2025-03-14T00:03:14,17,NA,NA,NA,NA,NA,0.001000
2025-03-14T00:03:14,18,6.941961,NA,NA,NA,NA,NA
2025-03-14T00:03:14,18,NA,NA,1034.797241,NA,NA,NA
2025-03-14T00:03:14,18,NA,NA,NA,891.923056,NA,NA
2025-03-14T00:03:14,18,NA,NA,NA,NA,287.020264,NA
2025-03-14T00:03:14,18,NA,NA,NA,NA,NA,0.001000
2025-03-14T00:03:15,19,6.753073,NA,NA,NA,NA,NA
2025-03-14T00:03:15,19,NA,NA,856.687500,NA,NA,NA
2025-03-14T00:03:15,19,NA,NA,NA,886.372412,NA,NA
2025-03-14T00:03:15,19,NA,NA,NA,NA,288.817657,NA
2025-03-14T00:03:15,19,NA,NA,NA,NA,NA,0.001000
2025-03-14T00:03:17,20,NA,6.970346,NA,NA,NA,NA
2025-03-14T00:03:17,20,6.713393,NA,NA,NA,NA,NA
2025-03-14T00:03:17,20,NA,NA,823.359375,NA,NA,NA
2025-03-14T00:03:17,20,NA,NA,NA,913.310718,NA,NA
2025-03-14T00:03:17,20,NA,NA,NA,NA,280.298920,NA
2025-03-14T00:03:17,20,NA,NA,NA,NA,NA,0.001000
2025-03-14T00:03:18,21,6.628999,NA,NA,NA,NA,NA
2025-03-14T00:03:18,21,NA,NA,756.724121,NA,NA,NA
2025-03-14T00:03:18,21,NA,NA,NA,871.208479,NA,NA
2025-03-14T00:03:18,21,NA,NA,NA,NA,293.844696,NA
2025-03-14T00:03:18,21,NA,NA,NA,NA,NA,0.001000
2025-03-14T00:03:19,22,6.797928,NA,NA,NA,NA,NA
2025-03-14T00:03:19,22,NA,NA,895.989197,NA,NA,NA
2025-03-14T00:03:19,22,NA,NA,NA,911.187216,NA,NA
2025-03-14T00:03:19,22,NA,NA,NA,NA,280.952148,NA
2025-03-14T00:03:19,22,NA,NA,NA,NA,NA,0.001000
2025-03-14T00:03:20,23,6.701267,NA,NA,NA,NA,NA
2025-03-14T00:03:20,23,NA,NA,813.435608,NA,NA,NA
2025-03-14T00:03:20,23,NA,NA,NA,854.947608,NA,NA
2025-03-14T00:03:20,23,NA,NA,NA,NA,299.433563,NA
2025-03-14T00:03:20,23,NA,NA,NA,NA,NA,0.001000
2025-03-14T00:03:21,24,6.810865,NA,NA,NA,NA,NA
2025-03-14T00:03:21,24,NA,NA,907.655518,NA,NA,NA
